stem,image_exists,mask_exists,img_h,img_w,pixels,aspect_ratio,mask_h,mask_w,mask_coverage,mask_pixels,mask_size_class,same_size,touch_top,touch_bottom,touch_left,touch_right,touches_any_border,n_borders_touched
ISIC_0000060,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.505168973672804,857785,normal,True,False,False,False,False,False,0
ISIC_0000061,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.3197849725797637,543000,normal,True,False,False,False,False,False,0
ISIC_0000062,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.0821264346154571,139452,normal,True,False,False,False,False,False,0
ISIC_0000063,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.43302065469347756,735276,normal,True,False,False,False,False,False,0
ISIC_0000064,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.3378360392363794,573651,normal,True,False,False,False,False,False,0
ISIC_0000065,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.2574257250815069,437113,normal,True,False,False,False,False,False,0
ISIC_0000066,True,True,722,962,694564,1.332409972299169,722,962,0.5062888373137681,351650,normal,True,False,False,False,False,False,0
ISIC_0000067,True,True,722,962,694564,1.332409972299169,722,962,0.2761790130211183,191824,normal,True,False,False,False,False,False,0
ISIC_0000068,True,True,722,962,694564,1.332409972299169,722,962,0.36380664704764426,252687,normal,True,False,False,False,False,False,0
ISIC_0000069,True,True,767,1022,783874,1.332464146023468,767,1022,0.13102105695558214,102704,normal,True,False,False,False,False,False,0
ISIC_0000071,True,True,767,1022,783874,1.332464146023468,767,1022,0.09008973380926016,70619,normal,True,False,False,False,False,False,0
ISIC_0000072,True,True,767,1022,783874,1.332464146023468,767,1022,0.1231498939880644,96534,normal,True,False,False,False,False,False,0
ISIC_0000073,True,True,767,1022,783874,1.332464146023468,767,1022,0.343955788812998,269618,normal,True,False,False,False,False,False,0
ISIC_0000074,True,True,767,1022,783874,1.332464146023468,767,1022,0.3710009516835614,290818,normal,True,False,False,False,False,False,0
ISIC_0000075,True,True,767,1022,783874,1.332464146023468,767,1022,0.6189094165643968,485147,normal,True,False,False,False,False,False,0
ISIC_0000077,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.41464921414168066,704081,normal,True,False,False,False,False,False,0
ISIC_0000078,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.11222214631664248,190555,normal,True,False,False,False,False,False,0
ISIC_0000079,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.05949767257787913,101028,normal,True,False,False,False,False,False,0
ISIC_0000080,True,True,1944,2592,5038848,1.3333333333333333,1944,2592,0.18533323489813544,933866,normal,True,False,False,False,False,False,0
ISIC_0000081,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.1140899658203125,358896,normal,True,False,False,False,False,False,0
ISIC_0000082,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.2588062286376953,814134,normal,True,False,False,False,False,False,0
ISIC_0000085,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.12877559661865234,405093,normal,True,False,False,False,False,False,0
ISIC_0000086,True,True,1944,2592,5038848,1.3333333333333333,1944,2592,0.2349634281486562,1183945,normal,True,False,False,False,False,False,0
ISIC_0000087,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.38705889383951825,1217582,normal,True,False,False,False,False,False,0
ISIC_0000088,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.220306396484375,693024,normal,True,False,False,False,False,False,0
ISIC_0000089,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.12315845489501953,387423,normal,True,False,False,False,False,False,0
ISIC_0000091,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.13789685567220053,433786,normal,True,False,False,False,False,False,0
ISIC_0000092,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.08748308817545573,275198,normal,True,False,False,False,False,False,0
ISIC_0000093,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.10937086741129558,344051,normal,True,False,False,False,False,False,0
ISIC_0000094,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.059680938720703125,187740,normal,True,False,False,False,False,False,0
ISIC_0000095,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.0778656005859375,244944,normal,True,False,False,False,False,False,0
ISIC_0000096,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.2753582000732422,866202,normal,True,False,False,False,False,False,0
ISIC_0000097,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.243467648824056,765883,normal,True,False,False,False,False,False,0
ISIC_0000098,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.022532145182291668,70880,small,True,False,False,False,False,False,0
ISIC_0000099,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.39893849690755206,1254952,normal,True,False,False,False,False,False,0
ISIC_0000100,True,True,1704,2272,3871488,1.3333333333333333,1704,2272,0.3857860336904053,1493566,normal,True,False,False,False,False,False,0
ISIC_0000101,True,True,1704,2272,3871488,1.3333333333333333,1704,2272,0.38988833234146664,1509448,normal,True,False,False,False,False,False,0
ISIC_0000102,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.028177579243977863,88639,small,True,False,False,False,False,False,0
ISIC_0000103,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.39398924509684247,1239383,normal,True,False,False,False,False,False,0
ISIC_0000104,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.23731231689453125,746520,normal,True,False,False,False,False,False,0
ISIC_0000105,True,True,1944,2592,5038848,1.3333333333333333,1944,2592,0.07218574563074734,363733,normal,True,False,False,False,False,False,0
ISIC_0000107,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.19564247131347656,615438,normal,True,False,False,False,False,False,0
ISIC_0000108,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.18654314676920572,586814,normal,True,False,False,False,False,False,0
ISIC_0000109,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.3553476333618164,1117827,normal,True,False,False,False,False,False,0
ISIC_0000110,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.105499267578125,331872,normal,True,False,False,False,False,False,0
ISIC_0000111,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.6033420562744141,1897950,normal,True,False,False,False,False,False,0
ISIC_0000112,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.20266342163085938,637524,normal,True,False,False,False,False,False,0
ISIC_0000113,True,True,2112,2816,5947392,1.3333333333333333,2112,2816,0.1806818854381887,1074586,normal,True,False,False,False,False,False,0
ISIC_0000115,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.2164281209309896,680824,normal,True,False,False,False,False,False,0
ISIC_0000116,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.3614047368367513,1136881,normal,True,False,False,False,False,False,0
ISIC_0000117,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.22948710123697916,721904,normal,True,False,False,False,False,False,0
ISIC_0000119,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.16963672637939453,533631,normal,True,False,False,False,False,False,0
ISIC_0000120,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.42151832580566406,1325982,normal,True,False,False,False,False,False,0
ISIC_0000121,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.27612845102945965,868625,normal,True,False,False,False,False,False,0
ISIC_0000122,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.39069175720214844,1229010,normal,True,False,False,False,False,False,0
ISIC_0000123,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.1869939168294271,588232,normal,True,False,False,False,False,False,0
ISIC_0000124,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.2411184310913086,758493,normal,True,False,False,False,False,False,0
ISIC_0000125,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.014539082845052084,45736,tiny,True,False,False,False,False,False,0
ISIC_0000126,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.2548942565917969,801828,normal,True,False,False,False,False,False,0
ISIC_0000127,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.4293721516927083,1350688,normal,True,False,False,False,False,False,0
ISIC_0000128,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.15173848470052084,477328,normal,True,False,False,False,False,False,0
ISIC_0000129,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.09349950154622395,294124,normal,True,False,False,False,False,False,0
ISIC_0000131,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.26021448771158856,818564,normal,True,False,False,False,False,False,0
ISIC_0000132,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.04575475056966146,143932,small,True,False,False,False,False,False,0
ISIC_0000133,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.14201068878173828,446727,normal,True,False,False,False,False,False,0
ISIC_0000134,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.08986759185791016,282699,normal,True,False,False,False,False,False,0
ISIC_0000135,True,True,1704,2272,3871488,1.3333333333333333,1704,2272,0.10120423981683528,391811,normal,True,False,False,False,False,False,0
ISIC_0000136,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.5140606562296549,1617095,normal,True,False,False,False,False,False,0
ISIC_0000137,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.24634170532226562,774924,normal,True,False,False,False,False,False,0
ISIC_0000138,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.1796410878499349,565102,normal,True,False,False,False,False,False,0
ISIC_0000139,True,True,2112,2816,5947392,1.3333333333333333,2112,2816,0.2677491243220558,1592409,normal,True,False,False,False,False,False,0
ISIC_0000140,True,True,2112,2816,5947392,1.3333333333333333,2112,2816,0.3477774796078685,2068369,normal,True,False,False,False,False,False,0
ISIC_0000141,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.17194843292236328,540903,normal,True,False,False,False,False,False,0
ISIC_0000142,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.36233774820963544,1139816,normal,True,False,False,False,False,False,0
ISIC_0000143,True,True,1944,2592,5038848,1.3333333333333333,1944,2592,0.2782270868261952,1401944,normal,True,False,False,False,False,False,0
ISIC_0000145,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.30443795522054035,957679,normal,True,False,False,False,False,False,0
ISIC_0000146,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.370327631632487,1164950,normal,True,False,False,False,False,False,0
ISIC_0000147,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.4887584050496419,1537501,normal,True,False,False,False,False,False,0
ISIC_0000148,True,True,2112,2816,5947392,1.3333333333333333,2112,2816,0.14763412265409778,878038,normal,True,False,False,False,False,False,0
ISIC_0000149,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.5180390675862631,1629610,normal,True,False,False,False,False,False,0
ISIC_0000150,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.32337220509847003,1017241,normal,True,False,False,False,False,False,0
ISIC_0000151,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.09932549794514973,312451,normal,True,False,False,False,False,False,0
ISIC_0000152,True,True,1944,2592,5038848,1.3333333333333333,1944,2592,0.22641464874511,1140869,normal,True,False,False,False,False,False,0
ISIC_0000153,True,True,1944,2592,5038848,1.3333333333333333,1944,2592,0.27922453703703703,1406970,normal,True,False,False,False,False,False,0
ISIC_0000154,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.09933535257975261,312482,normal,True,False,False,False,False,False,0
ISIC_0000155,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.4820880889892578,1516518,normal,True,False,False,False,False,False,0
ISIC_0000156,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.31413841247558594,988194,normal,True,False,False,False,False,False,0
ISIC_0000157,True,True,629,963,605727,1.5310015898251192,629,963,0.33345880239777986,201985,normal,True,False,False,False,False,False,0
ISIC_0000159,True,True,724,965,698660,1.3328729281767955,724,965,0.38197549594938884,266871,normal,True,False,False,False,False,False,0
ISIC_0000160,True,True,540,722,389880,1.337037037037037,540,722,0.7110546834923567,277226,normal,True,False,True,True,False,True,2
ISIC_0000161,True,True,674,962,648388,1.427299703264095,674,962,0.4914942904557148,318679,normal,True,False,False,False,False,False,0
ISIC_0000162,True,True,640,964,616960,1.50625,640,964,0.4143720824688797,255651,normal,True,False,False,False,False,False,0
ISIC_0000163,True,True,649,965,626285,1.4869029275808936,649,965,0.295245774687243,184908,normal,True,False,False,False,False,False,0
ISIC_0000164,True,True,638,959,611842,1.5031347962382444,638,959,0.34546990889804885,211373,normal,True,False,False,False,False,False,0
ISIC_0000165,True,True,649,961,623689,1.4807395993836672,649,961,0.11401836492226093,71112,normal,True,False,False,False,False,False,0
ISIC_0000166,True,True,542,722,391324,1.3321033210332103,542,722,0.49441639153233635,193477,normal,True,False,False,False,False,False,0
ISIC_0000167,True,True,624,965,602160,1.546474358974359,624,965,0.2677112395376644,161205,normal,True,False,False,False,False,False,0
ISIC_0000169,True,True,542,722,391324,1.3321033210332103,542,722,0.28178440371661334,110269,normal,True,False,False,False,False,False,0
ISIC_0000170,True,True,542,722,391324,1.3321033210332103,542,722,0.38522298657889625,150747,normal,True,False,False,False,False,False,0
ISIC_0000171,True,True,720,964,694080,1.3388888888888888,720,964,0.4114799446749654,285600,normal,True,False,False,False,False,False,0
ISIC_0000172,True,True,674,962,648388,1.427299703264095,674,962,0.3582392024528523,232278,normal,True,False,False,False,False,False,0
ISIC_0000173,True,True,545,722,393490,1.3247706422018348,545,722,0.33555109405575745,132036,normal,True,False,False,False,False,False,0
ISIC_0000175,True,True,638,966,616308,1.5141065830721003,638,966,0.22449814054011955,138360,normal,True,False,False,False,False,False,0
ISIC_0000176,True,True,1127,944,1063888,0.8376220053238687,1127,944,0.17048223121230807,181374,normal,True,False,False,False,False,False,0
ISIC_0000177,True,True,703,1069,751507,1.5206258890469417,703,1069,0.12244197326172611,92016,normal,True,False,False,False,False,False,0
ISIC_0000179,True,True,1043,1502,1566586,1.4400767018216682,1043,1502,0.41237953103117225,646028,normal,True,False,False,False,False,False,0
ISIC_0000181,True,True,1051,1502,1578602,1.4291151284490962,1051,1502,0.21526895316235506,339824,normal,True,False,False,False,False,False,0
ISIC_0000182,True,True,1051,1502,1578602,1.4291151284490962,1051,1502,0.2669247853480485,421368,normal,True,False,False,False,False,False,0
ISIC_0000183,True,True,705,1079,760695,1.5304964539007093,705,1079,0.45996884428055923,349896,normal,True,False,False,False,False,False,0
ISIC_0000184,True,True,707,1057,747299,1.495049504950495,707,1057,0.4106174369295289,306854,normal,True,False,False,False,False,False,0
ISIC_0000185,True,True,705,1045,736725,1.4822695035460993,705,1045,0.2789616206861448,205518,normal,True,False,False,False,False,False,0
ISIC_0000186,True,True,702,1064,746928,1.5156695156695157,702,1064,0.10526851316325,78628,normal,True,False,False,False,False,False,0
ISIC_0000187,True,True,542,722,391324,1.3321033210332103,542,722,0.812523637701751,317960,normal,True,False,True,False,False,True,1
ISIC_0000188,True,True,1036,1502,1556072,1.44980694980695,1036,1502,0.5846181924743842,909708,normal,True,False,True,False,False,True,1
ISIC_0000189,True,True,1051,1502,1578602,1.4291151284490962,1051,1502,0.4078216041788874,643788,normal,True,False,False,False,False,False,0
ISIC_0000190,True,True,543,722,392046,1.3296500920810312,543,722,0.6023017707105799,236130,normal,True,False,True,False,False,True,1
ISIC_0000191,True,True,1051,1502,1578602,1.4291151284490962,1051,1502,0.13083031695132782,206529,normal,True,False,False,False,False,False,0
ISIC_0000192,True,True,1051,1502,1578602,1.4291151284490962,1051,1502,0.5278176513142642,833214,normal,True,False,False,False,False,False,0
ISIC_0000193,True,True,704,1057,744128,1.5014204545454546,704,1057,0.30713398770104067,228547,normal,True,False,False,False,False,False,0
ISIC_0000196,True,True,1036,1494,1547784,1.442084942084942,1036,1494,0.31973195226207274,494876,normal,True,False,False,False,False,False,0
ISIC_0000197,True,True,1051,1502,1578602,1.4291151284490962,1051,1502,0.30208057509112496,476865,normal,True,False,False,False,False,False,0
ISIC_0000198,True,True,542,725,392950,1.3376383763837638,542,725,0.19495101157908132,76606,normal,True,False,False,False,False,False,0
ISIC_0000199,True,True,542,718,389156,1.3247232472324724,542,718,0.3041248239780448,118352,normal,True,False,False,False,False,False,0
ISIC_0000200,True,True,670,962,644540,1.4358208955223881,670,962,0.26058584416793373,167958,normal,True,False,False,False,False,False,0
ISIC_0000201,True,True,705,1043,735315,1.4794326241134752,705,1043,0.1671120540176659,122880,normal,True,False,False,False,False,False,0
ISIC_0000202,True,True,1051,1502,1578602,1.4291151284490962,1051,1502,0.8070406600270366,1273996,normal,True,False,False,True,False,True,1
ISIC_0000203,True,True,1051,1502,1578602,1.4291151284490962,1051,1502,0.9324706290755999,1472000,normal,True,True,False,True,True,True,3
ISIC_0000204,True,True,1018,1456,1482208,1.4302554027504912,1018,1456,0.5064349942788057,750642,normal,True,True,False,False,False,True,1
ISIC_0000205,True,True,1026,1502,1541052,1.4639376218323588,1026,1502,0.6826940297926352,1052067,normal,True,False,False,False,False,False,0
ISIC_0000206,True,True,1051,1502,1578602,1.4291151284490962,1051,1502,0.1711267311203204,270141,normal,True,False,False,False,False,False,0
ISIC_0000207,True,True,701,1062,744462,1.514978601997147,701,1062,0.8530039142360524,635029,normal,True,False,False,False,False,False,0
ISIC_0000208,True,True,1051,1502,1578602,1.4291151284490962,1051,1502,0.7230144140194932,1141352,normal,True,False,True,False,True,True,2
ISIC_0000209,True,True,542,722,391324,1.3321033210332103,542,722,0.5958004109126964,233151,normal,True,False,False,False,False,False,0
ISIC_0000210,True,True,542,722,391324,1.3321033210332103,542,722,0.08871932209626805,34718,normal,True,False,False,False,False,False,0
ISIC_0000211,True,True,674,962,648388,1.427299703264095,674,962,0.14149398199843305,91743,normal,True,False,False,False,False,False,0
ISIC_0000212,True,True,542,722,391324,1.3321033210332103,542,722,0.6873613680735146,268981,normal,True,False,False,False,True,True,1
ISIC_0000213,True,True,542,718,389156,1.3247232472324724,542,718,0.38333727348415547,149178,normal,True,False,False,False,False,False,0
ISIC_0000214,True,True,642,958,615036,1.4922118380062306,642,958,0.24908948419279522,153199,normal,True,False,False,False,False,False,0
ISIC_0000215,True,True,674,962,648388,1.427299703264095,674,962,0.7340944002665071,475978,normal,True,False,True,False,False,True,1
ISIC_0000216,True,True,626,949,594074,1.5159744408945688,626,949,0.45780491992580047,271970,normal,True,False,False,False,False,False,0
ISIC_0000217,True,True,638,959,611842,1.5031347962382444,638,959,0.58505954151562,357964,normal,True,False,False,False,False,False,0
ISIC_0000218,True,True,1016,1502,1526032,1.4783464566929134,1016,1502,0.23441710265577656,357728,normal,True,False,False,False,False,False,0
ISIC_0000219,True,True,674,962,648388,1.427299703264095,674,962,0.37349549960825923,242170,normal,True,False,False,False,False,False,0
ISIC_0000220,True,True,674,962,648388,1.427299703264095,674,962,0.12745300653312522,82639,normal,True,False,False,False,False,False,0
ISIC_0000221,True,True,671,962,645502,1.4336810730253353,671,962,0.15792669891030547,101942,normal,True,False,False,False,False,False,0
ISIC_0000222,True,True,645,966,623070,1.4976744186046511,645,966,0.5258253486767137,327626,normal,True,True,False,False,False,True,1
ISIC_0000223,True,True,634,959,608006,1.5126182965299684,634,959,0.5359864869754575,325883,normal,True,False,False,False,False,False,0
ISIC_0000224,True,True,640,957,612480,1.4953125,640,957,0.6144363897596656,376330,normal,True,False,True,False,False,True,1
ISIC_0000225,True,True,723,957,691911,1.3236514522821576,723,957,0.0998134153091944,69062,normal,True,False,False,False,False,False,0
ISIC_0000226,True,True,672,964,647808,1.4345238095238095,672,964,0.47487372801817823,307627,normal,True,False,False,False,False,False,0
ISIC_0000227,True,True,723,959,693357,1.326417704011065,723,959,0.1646092849715226,114133,normal,True,False,False,False,False,False,0
ISIC_0000228,True,True,639,959,612801,1.5007824726134584,639,959,0.38866614121060505,238175,normal,True,False,False,False,False,False,0
ISIC_0000229,True,True,641,962,616642,1.500780031201248,641,962,0.42837172946377317,264152,normal,True,False,False,False,False,False,0
ISIC_0000230,True,True,674,962,648388,1.427299703264095,674,962,0.6324762333664411,410090,normal,True,False,False,False,False,False,0
