stem,image_exists,mask_exists,img_h,img_w,pixels,aspect_ratio,mask_h,mask_w,mask_coverage_x,mask_pixels_x,mask_size_class,same_size,touch_top,touch_bottom,touch_left,touch_right,touches_any_border,n_borders_touched,mask_pixels_y,mask_coverage_y,equivalent_diameter_px,centroid_x,centroid_y,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,bbox_width,bbox_height
ISIC_0000020,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.239541912443699,406746,normal,True,False,False,False,False,False,0,406746,0.239541912443699,719.6423360690006,609.2959488230985,601.8382430312776,294,149,938,1094,645,946
ISIC_0000021,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.2539828835535118,431267,normal,True,False,False,False,False,False,0,431267,0.25398288355351184,741.0170030028322,675.7436645975695,557.1591125683161,190,107,1088,1054,899,948
ISIC_0000022,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.4090509158924297,694575,normal,True,False,False,False,False,False,0,694575,0.40905091589242976,940.4043581270909,762.0016024187453,542.1957772738725,151,116,1347,935,1197,820
ISIC_0000023,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.1771249505305014,300761,normal,True,False,False,False,False,False,0,300761,0.17712495053050148,618.8221058705743,901.5451271940178,531.1171228982481,576,261,1245,830,670,570
ISIC_0000024,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.3328231300529559,565139,normal,True,False,False,False,False,False,0,565139,0.33282313005295594,848.2672474356682,810.6279145484563,560.2597891846077,340,133,1270,1035,931,903
ISIC_0000025,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.1961406724082694,333050,normal,True,False,False,False,False,False,0,333050,0.1961406724082694,651.1930822529106,729.4720012010208,606.987464344693,396,253,1092,970,697,718
ISIC_0000026,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.5335939119537154,906051,normal,True,False,False,False,False,False,0,906051,0.5335939119537154,1074.067019671882,782.3767006493011,575.436424660422,80,88,1461,1060,1382,973
ISIC_0000027,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.1902979712794225,323129,normal,True,False,False,False,False,False,0,323129,0.19029797127942258,641.4207829893949,696.930145545587,561.3964577614513,366,173,1010,952,645,780
ISIC_0000028,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.2400760652432014,407653,normal,True,False,False,False,False,False,0,407653,0.24007606524320146,720.4442519237164,695.3044304837692,595.5934998638548,272,271,1174,946,903,676
ISIC_0000029,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.3876859817575335,658297,normal,True,False,False,False,False,False,0,658297,0.3876859817575335,915.5161236048896,765.9914050952685,562.2063536671138,298,97,1248,1070,951,974
ISIC_0000030,True,True,1129,1503,1696887,1.3312666076173605,1129,1503,0.4977555959825256,844635,normal,True,False,False,False,False,False,0,844635,0.49775559598252567,1037.0258834124559,798.237735826718,557.4714344065779,247,23,1372,1107,1126,1085
ISIC_0000031,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.326120013003411,553757,normal,True,False,False,False,False,False,0,553757,0.32612001300341104,839.6816721674409,710.9578371018334,606.0807502207647,186,150,1194,1005,1009,856
ISIC_0000032,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.3292383581780148,559052,normal,True,False,False,False,False,False,0,559052,0.32923835817801483,843.6866207089467,721.3117259217389,640.7254244685646,312,193,1132,1064,821,872
ISIC_0000034,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.2059686127810338,349738,normal,True,False,False,False,False,False,0,349738,0.20596861278103387,667.3082135689522,800.394395233003,609.4550606453975,366,333,1258,866,893,534
ISIC_0000035,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.4655362493639636,790488,normal,True,False,False,False,False,False,0,790488,0.4655362493639636,1003.2350578197561,738.3352271002217,554.2085294147413,174,73,1326,1012,1153,940
ISIC_0000036,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.3923155023274221,666158,normal,True,False,False,False,False,False,0,666158,0.3923155023274221,920.9661821379146,707.2725899861595,591.5358353423662,123,168,1188,1028,1066,861
ISIC_0000037,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.4297815803855794,729776,normal,True,False,False,False,False,False,0,729776,0.4297815803855794,963.9396568243512,785.9415176711758,523.915928997391,135,17,1372,1018,1238,1002
ISIC_0000038,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.5224461960311328,887122,normal,True,False,False,False,False,False,0,887122,0.5224461960311328,1062.7882250968662,703.5869564727286,598.4613773528331,15,135,1381,1054,1367,920
ISIC_0000039,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.221212285396604,375622,normal,True,False,False,False,False,False,0,375622,0.22121228539660404,691.5611211400706,714.9022740947016,576.7624047579748,350,243,1088,928,739,686
ISIC_0000040,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.2685840416109153,456060,normal,True,False,False,False,False,False,0,456060,0.2685840416109153,762.0194398910819,722.4556330307415,561.0109415427795,333,164,1189,921,857,758
ISIC_0000041,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.0692826216007387,117643,normal,True,False,False,False,False,False,0,117643,0.06928262160073874,387.0241849823842,639.3360845949185,544.0986544035769,434,307,818,768,385,462
ISIC_0000042,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.3352165115051919,569203,normal,True,False,False,False,False,False,0,569203,0.33521651150519194,851.3117928126503,762.5999599439918,596.7000472590622,314,124,1163,1055,850,932
ISIC_0000043,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.4100002591259446,696187,normal,True,False,False,False,False,False,0,696187,0.4100002591259446,941.4949914527101,698.1315810263621,611.4253440526755,196,144,1224,1091,1029,948
ISIC_0000044,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.5100511420387087,866075,normal,True,False,False,False,False,False,0,866075,0.5100511420387087,1050.1052036374765,747.743635366452,546.8682250382473,118,71,1350,1012,1233,942
ISIC_0000045,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.3218314786197538,546475,normal,True,False,False,False,False,False,0,546475,0.32183147861975386,834.1424220174562,670.398929502722,445.9454595361178,226,17,1086,868,861,852
ISIC_0000046,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.3805947647136423,646256,normal,True,False,False,False,False,False,0,646256,0.3805947647136423,907.1045668622594,706.5565178505112,554.5368429848234,158,149,1262,974,1105,826
ISIC_0000047,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.2468145176488325,419095,normal,True,False,False,False,False,False,0,419095,0.24681451764883253,730.4849943707147,661.8861976401532,546.3815006144191,256,198,1041,931,786,734
ISIC_0000048,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.1274281278857207,216375,normal,True,False,False,False,False,False,0,216375,0.12742812788572075,524.878277786451,638.3566724436741,614.4703454650491,379,285,857,946,479,662
ISIC_0000049,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.655867789231668,1113674,normal,True,False,False,False,False,False,0,1113674,0.655867789231668,1190.7870408865674,767.7261514590446,535.5520089361878,112,3,1419,1071,1308,1069
ISIC_0000050,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.2820538793509601,478932,normal,True,False,False,False,False,False,0,478932,0.28205387935096016,780.8938222569705,797.8338386242723,569.480949278812,304,196,1324,919,1021,724
ISIC_0000051,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.2873111914139796,487859,normal,True,False,False,False,False,False,0,487859,0.2873111914139796,788.1379137276367,722.7703557790263,569.3363451325075,212,191,1218,990,1007,800
ISIC_0000052,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.6176066656615721,1048706,normal,True,False,False,False,False,False,0,1048706,0.6176066656615721,1155.5318905166719,782.6251990548352,562.3122943894666,192,3,1413,1125,1222,1123
ISIC_0000053,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.5533881895105818,939662,normal,True,False,False,False,False,False,0,939662,0.5533881895105818,1093.8074862995463,657.7560463230395,566.9044496850995,104,15,1241,1118,1138,1104
ISIC_0000054,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.2114797504852722,359096,normal,True,False,False,False,False,False,0,359096,0.21147975048527223,676.1769203072654,718.8475895025285,642.4522049813977,352,259,1100,1002,749,744
ISIC_0000055,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.4219047405913725,716401,normal,True,False,False,False,False,False,0,716401,0.4219047405913725,955.0654862823885,943.8461071383206,621.4338799080404,424,75,1474,1126,1051,1052
ISIC_0000056,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.4973262913894804,844468,normal,True,False,False,False,False,False,0,844468,0.4973262913894804,1036.923358722048,812.265483120734,538.3427897800746,299,41,1395,1043,1097,1003
ISIC_0000057,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.1962396114053106,333218,normal,True,False,False,False,False,False,0,333218,0.19623961140531068,651.3573018072043,728.3682484139513,721.5887557094754,416,334,1041,1070,626,737
ISIC_0000058,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.4733594972014397,803772,normal,True,False,False,False,False,False,0,803772,0.47335949720143977,1011.6295247524516,763.5772084621012,569.596613218674,231,78,1322,1096,1092,1019
ISIC_0000059,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.4273092833047509,725578,normal,True,False,False,False,False,False,0,725578,0.42730928330475093,961.1631507657012,714.0235109113011,567.0145718310092,138,152,1245,1021,1108,870
ISIC_0000060,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.505168973672804,857785,normal,True,False,False,False,False,False,0,857785,0.505168973672804,1045.0673580591117,636.6247264757486,613.4872468042691,112,94,1152,1118,1041,1025
ISIC_0000061,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.3197849725797637,543000,normal,True,False,False,False,False,False,0,543000,0.3197849725797637,831.4860628965428,747.8050478821363,614.158394106814,302,201,1206,1048,905,848
ISIC_0000062,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.0821264346154571,139452,normal,True,False,False,False,False,False,0,139452,0.0821264346154571,421.37370704922716,691.0785503255601,574.0745848033732,504,309,874,850,371,542
ISIC_0000063,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.4330206546934775,735276,normal,True,False,False,False,False,False,0,735276,0.43302065469347756,967.5652326818546,725.4238802844102,635.9257788911918,208,109,1215,1125,1008,1017
ISIC_0000064,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.3378360392363794,573651,normal,True,False,False,False,False,False,0,573651,0.3378360392363794,854.6315803180169,697.141172943131,645.2057104406687,260,175,1104,1058,845,884
ISIC_0000065,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.2574257250815069,437113,normal,True,False,False,False,False,False,0,437113,0.2574257250815069,746.0224910267929,752.5766975587549,589.9683903246987,168,311,1388,856,1221,546
ISIC_0000066,True,True,722,962,694564,1.332409972299169,722,962,0.5062888373137681,351650,normal,True,False,False,False,False,False,0,351650,0.5062888373137681,669.1297975027865,431.1337494667994,341.131133229063,30,10,840,684,811,675
ISIC_0000067,True,True,722,962,694564,1.332409972299169,722,962,0.2761790130211183,191824,normal,True,False,False,False,False,False,0,191824,0.2761790130211183,494.2043124349259,375.27809346067227,361.90379201768286,124,78,620,645,497,568
ISIC_0000068,True,True,722,962,694564,1.332409972299169,722,962,0.3638066470476442,252687,normal,True,False,False,False,False,False,0,252687,0.36380664704764426,567.2134349964695,442.54853633150896,383.3352487464729,91,130,788,633,698,504
ISIC_0000069,True,True,767,1022,783874,1.332464146023468,767,1022,0.1310210569555821,102704,normal,True,False,False,False,False,False,0,102704,0.13102105695558214,361.6169163665884,475.2260476709768,387.9997371085839,241,223,715,556,475,334
ISIC_0000071,True,True,767,1022,783874,1.332464146023468,767,1022,0.0900897338092601,70619,normal,True,False,False,False,False,False,0,70619,0.09008973380926016,299.85813880842466,470.57929169203754,366.97914159079,273,247,657,498,385,252
ISIC_0000072,True,True,767,1022,783874,1.332464146023468,767,1022,0.1231498939880644,96534,normal,True,False,False,False,False,False,0,96534,0.1231498939880644,350.5865174410793,489.6310833488719,428.0528932811238,312,220,651,625,340,406
ISIC_0000073,True,True,767,1022,783874,1.332464146023468,767,1022,0.343955788812998,269618,normal,True,False,False,False,False,False,0,269618,0.343955788812998,585.9080982307764,493.61934292220843,388.9721643213732,125,127,897,626,773,500
ISIC_0000074,True,True,767,1022,783874,1.332464146023468,767,1022,0.3710009516835614,290818,normal,True,False,False,False,False,False,0,290818,0.3710009516835614,608.5071716264242,506.33251036730877,356.25452688623125,40,51,1015,635,976,585
ISIC_0000075,True,True,767,1022,783874,1.332464146023468,767,1022,0.6189094165643968,485147,normal,True,False,False,False,False,False,0,485147,0.6189094165643968,785.944238104479,512.0838900374525,380.094196192082,76,1,941,762,866,762
ISIC_0000077,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.4146492141416806,704081,normal,True,False,False,False,False,False,0,704081,0.41464921414168066,946.8177078491287,780.4076405981698,615.7489905280785,275,175,1258,1116,984,942
ISIC_0000078,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.1122221463166424,190555,normal,True,False,False,False,False,False,0,190555,0.11222214631664248,492.56691062941786,745.9915719870903,578.8846264857915,505,304,1020,864,516,561
ISIC_0000079,True,True,1129,1504,1698016,1.3321523472099204,1129,1504,0.0594976725778791,101028,normal,True,False,False,False,False,False,0,101028,0.05949767257787913,358.65421331068177,743.276685671299,589.3540305657838,481,401,968,772,488,372
ISIC_0000080,True,True,1944,2592,5038848,1.3333333333333333,1944,2592,0.1853332348981354,933866,normal,True,False,False,False,False,False,0,933866,0.18533323489813544,1090.4288700706927,1270.397476725783,980.2274234204907,674,457,1883,1497,1210,1041
ISIC_0000081,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.1140899658203125,358896,normal,True,False,False,False,False,False,0,358896,0.1140899658203125,675.9885943174419,939.5488080112344,811.2544971245152,558,417,1328,1189,771,773
ISIC_0000082,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.2588062286376953,814134,normal,True,False,False,False,False,False,0,814134,0.2588062286376953,1018.1294630416197,1015.2592411077292,734.861492088526,543,129,1548,1313,1006,1185
ISIC_0000085,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.1287755966186523,405093,normal,True,False,False,False,False,False,0,405093,0.12877559661865234,718.1785480612751,1078.0770366310946,816.9424749378538,646,444,1486,1206,841,763
ISIC_0000086,True,True,1944,2592,5038848,1.3333333333333333,1944,2592,0.2349634281486562,1183945,normal,True,False,False,False,False,False,0,1183945,0.2349634281486562,1227.7807592528368,1264.390777443209,949.1828573117839,391,485,2121,1417,1731,933
ISIC_0000087,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.3870588938395182,1217582,normal,True,False,False,False,False,False,0,1217582,0.38705889383951825,1245.0998158210966,1080.9074370350415,738.3579126498256,249,244,1913,1225,1665,982
ISIC_0000088,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.220306396484375,693024,normal,True,False,False,False,False,False,0,693024,0.220306396484375,939.3538003598758,1022.4668409752044,749.9472211640579,510,171,1488,1336,979,1166
ISIC_0000089,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.1231584548950195,387423,normal,True,False,False,False,False,False,0,387423,0.12315845489501953,702.3405756041232,1035.3290950717949,817.155215358923,736,297,1336,1325,601,1029
ISIC_0000091,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.1378968556722005,433786,normal,True,False,False,False,False,False,0,433786,0.13789685567220053,743.1779660030882,944.0272161849391,786.8415117131489,614,370,1296,1212,683,843
ISIC_0000092,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.0874830881754557,275198,normal,True,False,False,False,False,False,0,275198,0.08748308817545573,591.9400106700233,1078.8326259638516,726.3126984934484,713,465,1449,995,737,531
ISIC_0000093,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.1093708674112955,344051,normal,True,False,False,False,False,False,0,344051,0.10937086741129558,661.860512952448,1071.476005010885,826.9738033024174,726,494,1406,1152,681,659
ISIC_0000094,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.0596809387207031,187740,normal,True,False,False,False,False,False,0,187740,0.059680938720703125,488.9151175087343,1139.2885160328112,785.260365398956,815,566,1477,981,663,416
ISIC_0000095,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.0778656005859375,244944,normal,True,False,False,False,False,False,0,244944,0.0778656005859375,558.4553581492523,1042.4541650336403,804.866038768045,797,463,1309,1126,513,664
ISIC_0000096,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.2753582000732422,866202,normal,True,False,False,False,False,False,0,866202,0.2753582000732422,1050.18219377815,1079.8936506727068,715.1363792741186,484,211,1705,1182,1222,972
ISIC_0000097,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.243467648824056,765883,normal,True,False,False,False,False,False,0,765883,0.243467648824056,987.4981125249814,1046.1579209879317,691.1101721803461,439,193,1689,1169,1251,977
ISIC_0000098,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.0225321451822916,70880,small,True,False,False,False,False,False,0,70880,0.022532145182291668,300.4117489893302,983.7052624153499,743.4762133182844,786,610,1186,875,401,266
ISIC_0000099,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.398938496907552,1254952,normal,True,False,False,False,False,False,0,1254952,0.39893849690755206,1264.0627014291981,1074.455328171914,832.4306515308953,226,305,1821,1381,1596,1077
ISIC_0000100,True,True,1704,2272,3871488,1.3333333333333333,1704,2272,0.3857860336904053,1493566,normal,True,False,False,False,False,False,0,1493566,0.3857860336904053,1379.0095336406916,1182.5293954200886,895.8133808616425,537,100,1876,1635,1340,1536
ISIC_0000101,True,True,1704,2272,3871488,1.3333333333333333,1704,2272,0.3898883323414666,1509448,normal,True,False,False,False,False,False,0,1509448,0.38988833234146664,1386.3220709205355,1129.1673810558561,810.0175574117161,486,37,1828,1577,1343,1541
ISIC_0000102,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.0281775792439778,88639,small,True,False,False,False,False,False,0,88639,0.028177579243977863,335.9444597039518,1008.336240255418,778.8744345039994,838,599,1188,959,351,361
ISIC_0000103,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.3939892450968424,1239383,normal,True,False,False,False,False,False,0,1239383,0.39398924509684247,1256.1972164721988,832.0376300142893,704.5942182521464,135,116,1541,1315,1407,1200
ISIC_0000104,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.2373123168945312,746520,normal,True,False,False,False,False,False,0,746520,0.23731231689453125,974.9352721774372,1057.1761747843327,760.6934254942935,503,321,1615,1180,1113,860
ISIC_0000105,True,True,1944,2592,5038848,1.3333333333333333,1944,2592,0.0721857456307473,363733,normal,True,False,False,False,False,False,0,363733,0.07218574563074734,680.528646954083,1247.7339944409773,838.6268829058678,863,470,1608,1202,746,733
ISIC_0000107,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.1956424713134765,615438,normal,True,False,False,False,False,False,0,615438,0.19564247131347656,885.2118384503899,938.7366867174272,750.6297141222999,498,141,1408,1295,911,1155
ISIC_0000108,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.1865431467692057,586814,normal,True,False,False,False,False,False,0,586814,0.18654314676920572,864.3811602552544,1161.569517768833,762.6541391309682,676,349,1637,1177,962,829
ISIC_0000109,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.3553476333618164,1117827,normal,True,False,False,False,False,False,0,1117827,0.3553476333618164,1193.005255886441,975.4731921844793,787.3246844100205,214,129,1692,1529,1479,1401
ISIC_0000110,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.105499267578125,331872,normal,True,False,False,False,False,False,0,331872,0.105499267578125,650.040425043203,1035.323248119757,695.2305406903866,617,429,1435,952,819,524
ISIC_0000111,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.6033420562744141,1897950,normal,True,False,False,False,False,False,0,1897950,0.6033420562744141,1554.5240409624105,1025.5418978371401,798.5950968149846,91,79,1990,1492,1900,1414
ISIC_0000112,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.2026634216308593,637524,normal,True,False,False,False,False,False,0,637524,0.20266342163085938,900.9554747698356,1091.359702536689,677.6644659652029,551,233,1589,1104,1039,872
ISIC_0000113,True,True,2112,2816,5947392,1.3333333333333333,2112,2816,0.1806818854381887,1074586,normal,True,False,False,False,False,False,0,1074586,0.1806818854381887,1169.703120205627,1315.7954207480834,1000.8240606149717,677,469,1933,1552,1257,1084
ISIC_0000115,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.2164281209309896,680824,normal,True,False,False,False,False,False,0,680824,0.2164281209309896,931.0488922740698,1080.2759097799137,851.5317012913763,714,273,1454,1451,741,1179
ISIC_0000116,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.3614047368367513,1136881,normal,True,False,False,False,False,False,0,1136881,0.3614047368367513,1203.1300207617032,901.514588598103,746.2663374618803,130,173,1538,1345,1409,1173
ISIC_0000117,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.2294871012369791,721904,normal,True,False,False,False,False,False,0,721904,0.22948710123697916,958.7266139533693,1214.1524662559011,683.5678400452138,659,231,1723,1110,1065,880
ISIC_0000119,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.1696367263793945,533631,normal,True,False,False,False,False,False,0,533631,0.16963672637939453,824.2815608131542,1054.1736068556736,779.6639569290389,656,269,1425,1281,770,1013
ISIC_0000120,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.421518325805664,1325982,normal,True,False,False,False,False,False,0,1325982,0.42151832580566406,1299.3431871553491,1002.7916231140392,783.1956112526415,338,69,1620,1465,1283,1397
ISIC_0000121,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.2761284510294596,868625,normal,True,False,False,False,False,False,0,868625,0.27612845102945965,1051.6499890864739,943.3170792919844,816.5106507411139,382,290,1487,1360,1106,1071
ISIC_0000122,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.3906917572021484,1229010,normal,True,False,False,False,False,False,0,1229010,0.39069175720214844,1250.9293077048608,1110.2516529564446,754.8896713615023,379,247,1831,1290,1453,1044
ISIC_0000123,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.1869939168294271,588232,normal,True,False,False,False,False,False,0,588232,0.1869939168294271,865.4248921071396,1105.7907747283384,675.2907067279576,525,303,1649,1044,1125,742
ISIC_0000124,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.2411184310913086,758493,normal,True,False,False,False,False,False,0,758493,0.2411184310913086,982.7223829774143,1010.7463852665746,759.494351299221,526,164,1495,1341,970,1178
ISIC_0000125,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.014539082845052,45736,tiny,True,False,False,False,False,False,0,45736,0.014539082845052084,241.3149059175736,1087.3541630225643,759.2091787650866,957,640,1224,876,268,237
ISIC_0000126,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.2548942565917969,801828,normal,True,False,False,False,False,False,0,801828,0.2548942565917969,1010.4054224299798,979.0810672613079,762.3611846929765,422,268,1538,1268,1117,1001
ISIC_0000127,True,True,1536,2048,3145728,1.3333333333333333,1536,2048,0.4293721516927083,1350688,normal,True,False,False,False,False,False,0,1350688,0.4293721516927083,1311.39215118867,1003.6070432253784,688.0702382785662,219,7,1711,1380,1493,1374
