stem,image_exists,mask_exists,img_h,img_w,pixels,aspect_ratio,mask_h,mask_w,mask_coverage_x,mask_pixels_x,mask_size_class,same_size,touch_top,touch_bottom,touch_left,touch_right,touches_any_border,n_borders_touched,dx,label,label_name,mask_pixels_y,mask_coverage_y,equivalent_diameter_px,centroid_x,centroid_y,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,bbox_width,bbox_height,dataset,safe_id,image_path,xai_gradcam_path,xai_shap_path,xai_lime_path,model_prob_malignant,dx_xai,label_name_xai,pseudo_npz_path,preview_png_path,mask_pixels_224,asymmetry_mean,border_irregularity_mean,border_w8_dil2_sigma5_mean,border_w12_dil4_sigma8_mean,border_w16_dil6_sigma10_mean,border_w16_dil6_sigma10_dist_mean,colour_heterogeneity_mean
ISIC_0031598,True,True,450,600,270000,1.3333333333333333,450,600,0.0429925925925925,11608,small,True,False,False,False,False,False,0,mel,1.0,malignant,11608,0.0429925925925925,121.57205532228927,307.39576154376294,217.2978980013784,240,162,372,275,133,114,ham10000,ham10000_ISIC_0031598,../data/ham10000/images/ISIC_0031598.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0031598.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0031598.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0031598.npy,0.5921071171760559,mel,malignant,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0031598.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0031598.png,2140,0.0775700956583023,0.0822555869817733,0.0822555869817733,0.1615715473890304,0.2383169680833816,0.2005480825901031,0.3619247376918793
ISIC_0025268,True,True,450,600,270000,1.3333333333333333,450,600,0.579337037037037,156421,normal,True,False,True,True,True,True,3,mel,1.0,malignant,156421,0.579337037037037,446.2750304767441,310.7980961635586,268.6977643666771,0,55,599,449,600,395,ham10000,ham10000_ISIC_0025268,../data/ham10000/images/ISIC_0025268.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0025268.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0025268.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0025268.npy,0.9991863369941713,mel,malignant,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0025268.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0025268.png,29052,0.230483278632164,0.007584995124489,0.007584995124489,0.017503147944808,0.0273427758365869,0.0231001432985067,0.2866902351379394
ISIC_0033820,True,True,450,600,270000,1.3333333333333333,450,600,0.0441296296296296,11915,small,True,False,False,False,False,False,0,mel,1.0,malignant,11915,0.0441296296296296,123.16918922977231,346.51221149811164,152.829878304658,284,91,413,216,130,126,ham10000,ham10000_ISIC_0033820,../data/ham10000/images/ISIC_0033820.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0033820.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0033820.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0033820.npy,0.9999806880950928,mel,malignant,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0033820.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0033820.png,2225,0.0782022476196289,0.0665644407272338,0.0665644407272338,0.1114178001880645,0.1683539003133773,0.1447353065013885,0.3278813660144806
ISIC_0033241,True,True,450,600,270000,1.3333333333333333,450,600,0.5426518518518518,146516,normal,True,False,False,False,False,False,0,mel,1.0,malignant,146516,0.5426518518518518,431.91430300051087,286.44756204100577,222.72222146386744,31,45,576,408,546,364,ham10000,ham10000_ISIC_0033241,../data/ham10000/images/ISIC_0033241.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0033241.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0033241.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0033241.npy,0.9983491897583008,mel,malignant,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0033241.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0033241.png,27254,0.1062596291303634,0.0163183249533176,0.0163183249533176,0.0237323008477687,0.0328482761979103,0.0281648952513933,0.2937633693218231
ISIC_0031561,True,True,450,600,270000,1.3333333333333333,450,600,0.3454259259259259,93265,normal,True,False,False,False,False,False,0,mel,1.0,malignant,93265,0.3454259259259259,344.5993124481315,256.4312228595936,224.65906824639467,31,64,496,428,466,365,ham10000,ham10000_ISIC_0031561,../data/ham10000/images/ISIC_0031561.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0031561.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0031561.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0031561.npy,0.999921441078186,mel,malignant,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0031561.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0031561.png,17342,0.2704417109489441,0.0351198501884937,0.0351198501884937,0.0471186116337776,0.0568046644330024,0.0480475313961505,0.3240334689617157
ISIC_0030521,True,True,450,600,270000,1.3333333333333333,450,600,0.0595074074074074,16067,normal,True,False,False,False,False,False,0,mel,1.0,malignant,16067,0.0595074074074074,143.028457886044,306.02470903093297,220.9309765357565,230,158,389,284,160,127,ham10000,ham10000_ISIC_0030521,../data/ham10000/images/ISIC_0030521.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0030521.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0030521.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0030521.npy,0.8686370849609375,mel,malignant,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0030521.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0030521.png,2968,0.1374663114547729,0.0828412026166915,0.0828412026166915,0.1093685030937194,0.1473132371902465,0.1238611862063407,0.3468250334262848
ISIC_0030165,True,True,450,600,270000,1.3333333333333333,450,600,0.0823777777777777,22242,normal,True,False,False,False,False,False,0,mel,1.0,malignant,22242,0.0823777777777777,168.2836710854606,288.34016725114645,214.8359410124989,181,153,392,287,212,135,ham10000,ham10000_ISIC_0030165,../data/ham10000/images/ISIC_0030165.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0030165.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0030165.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0030165.npy,0.997261881828308,mel,malignant,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0030165.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0030165.png,4113,0.0991976633667945,0.0456549003720283,0.0456549003720283,0.1056098341941833,0.1488250792026519,0.125210091471672,0.3697109520435333
ISIC_0024823,True,True,450,600,270000,1.3333333333333333,450,600,0.445937037037037,120403,normal,True,False,False,False,False,False,0,mel,1.0,malignant,120403,0.445937037037037,391.5378154211261,352.051717980449,237.1772298032441,126,45,553,425,428,381,ham10000,ham10000_ISIC_0024823,../data/ham10000/images/ISIC_0024823.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0024823.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0024823.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0024823.npy,0.9999222755432128,mel,malignant,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0024823.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0024823.png,22397,0.0651426538825035,0.0104872500523924,0.0104872500523924,0.0184180121868848,0.0291700903326272,0.024596843868494,0.3095020949840545
ISIC_0027402,True,True,450,600,270000,1.3333333333333333,450,600,0.0861518518518518,23261,normal,True,False,False,False,False,False,0,mel,1.0,malignant,23261,0.0861518518518518,172.09539520302283,299.41154722496884,217.9679721422123,204,138,395,303,192,166,ham10000,ham10000_ISIC_0027402,../data/ham10000/images/ISIC_0027402.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0027402.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0027402.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0027402.npy,0.9986808896064758,mel,malignant,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0027402.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0027402.png,4298,0.0942298769950866,0.0456850118935108,0.0456850118935108,0.0763230547308921,0.1152995154261589,0.0968794226646423,0.374183714389801
ISIC_0033004,True,True,450,600,270000,1.3333333333333333,450,600,0.4553407407407407,122942,normal,True,False,False,False,False,False,0,mel,1.0,malignant,122942,0.4553407407407407,395.644557789982,305.30676253843274,221.44699126417336,74,39,523,410,450,372,ham10000,ham10000_ISIC_0033004,../data/ham10000/images/ISIC_0033004.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0033004.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0033004.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0033004.npy,0.8673072457313538,mel,malignant,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0033004.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0033004.png,22872,0.0943074524402618,0.021584702655673,0.021584702655673,0.0362965613603591,0.0440235808491706,0.0382280237972736,0.3963688313961029
ISIC_0025524,True,True,450,600,270000,1.3333333333333333,450,600,0.8785518518518518,237209,normal,True,True,True,False,True,True,3,mel,1.0,malignant,237209,0.8785518518518518,549.5669924286603,330.6030799843176,224.7398285899776,3,0,599,449,597,450,ham10000,ham10000_ISIC_0025524,../data/ham10000/images/ISIC_0025524.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0025524.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0025524.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0025524.npy,0.9999895095825196,mel,malignant,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0025524.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0025524.png,44112,0.1231410950422287,0.0054345158860087,0.0054345158860087,0.0106773599982261,0.0099865468218922,0.0082893334329128,0.3191776871681213
ISIC_0025550,True,True,450,600,270000,1.3333333333333333,450,600,0.0767962962962962,20735,normal,True,False,False,False,False,False,0,mel,1.0,malignant,20735,0.0767962962962962,162.4826820312971,289.88738847359537,217.7496985772848,204,127,369,308,166,182,ham10000,ham10000_ISIC_0025550,../data/ham10000/images/ISIC_0025550.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0025550.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0025550.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0025550.npy,0.6147454977035522,mel,malignant,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0025550.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0025550.png,3839,0.137535810470581,0.0299132838845253,0.0299132838845253,0.0482339672744274,0.0698043629527092,0.0624527744948864,0.2670831680297851
ISIC_0033068,True,True,450,600,270000,1.3333333333333333,450,600,0.101737037037037,27469,normal,True,False,False,False,False,False,0,mel,1.0,malignant,27469,0.101737037037037,187.01501825877563,286.77654810877715,242.8979576977684,157,156,401,318,245,163,ham10000,ham10000_ISIC_0033068,../data/ham10000/images/ISIC_0033068.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0033068.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0033068.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0033068.npy,0.9995356798171996,mel,malignant,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0033068.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0033068.png,5084,0.19905586540699,0.0485519468784332,0.0485519468784332,0.0860087051987648,0.1221912279725074,0.1025652214884758,0.3565148115158081
ISIC_0024932,True,True,450,600,270000,1.3333333333333333,450,600,0.1071111111111111,28920,normal,True,False,False,False,False,False,0,mel,1.0,malignant,28920,0.1071111111111111,191.89082217172583,298.7299446749654,232.35504840940524,204,132,390,334,187,203,ham10000,ham10000_ISIC_0024932,../data/ham10000/images/ISIC_0024932.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0024932.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0024932.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0024932.npy,0.9989690780639648,mel,malignant,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0024932.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0024932.png,5361,0.0706957653164863,0.0367079116404056,0.0367079116404056,0.0626981928944587,0.0989823564887046,0.0854655131697654,0.3258919715881347
ISIC_0026950,True,True,450,600,270000,1.3333333333333333,450,600,0.5216333333333333,140841,normal,True,False,True,False,False,True,1,mel,1.0,malignant,140841,0.5216333333333333,423.46703616697846,255.1039399038632,238.24818057241853,25,43,527,449,503,407,ham10000,ham10000_ISIC_0026950,../data/ham10000/images/ISIC_0026950.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0026950.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0026950.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0026950.npy,0.9782408475875854,mel,malignant,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0026950.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0026950.png,26196,0.1786532253026962,0.0122564053162932,0.0122564053162932,0.0167375914752483,0.0221392419189214,0.018984030932188,0.2280732095241546
ISIC_0031852,True,True,450,600,270000,1.3333333333333333,450,600,0.2092592592592592,56500,normal,True,False,False,False,False,False,0,akiec,0.0,benign,56500,0.2092592592592592,268.2126661392722,306.83630088495573,222.52407079646017,163,97,454,354,292,258,ham10000,ham10000_ISIC_0031852,../data/ham10000/images/ISIC_0031852.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0031852.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0031852.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0031852.npy,0.5860438346862793,akiec,benign,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0031852.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0031852.png,10497,0.131085067987442,0.0402768887579441,0.0402768887579441,0.0561822429299354,0.0739500522613525,0.0622847341001033,0.2841637432575226
ISIC_0027758,True,True,450,600,270000,1.3333333333333333,450,600,0.1403814814814814,37903,normal,True,False,False,False,False,False,0,nv,0.0,benign,37903,0.1403814814814814,219.6806738520639,241.1176951692478,240.6425612748332,117,137,373,342,257,206,ham10000,ham10000_ISIC_0027758,../data/ham10000/images/ISIC_0027758.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0027758.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0027758.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0027758.npy,0.0247944425791502,nv,benign,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0027758.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0027758.png,7022,0.1050982624292373,0.0366655439138412,0.0366655439138412,0.0612773410975933,0.0828510895371437,0.0701445639133453,0.3113976716995239
ISIC_0029467,True,True,450,600,270000,1.3333333333333333,450,600,0.1380296296296296,37268,normal,True,False,False,False,False,False,0,nv,0.0,benign,37268,0.1380296296296296,217.8327141482428,284.25898894493935,270.86280455082107,178,161,395,397,218,237,ham10000,ham10000_ISIC_0029467,../data/ham10000/images/ISIC_0029467.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0029467.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0029467.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0029467.npy,0.0230539198964834,nv,benign,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0029467.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0029467.png,6915,0.1143890097737312,0.0291694421321153,0.0291694421321153,0.0466447249054908,0.065898597240448,0.056476954370737,0.3763030469417572
ISIC_0025216,True,True,450,600,270000,1.3333333333333333,450,600,0.3193925925925926,86236,normal,True,False,False,False,False,False,0,nv,0.0,benign,86236,0.3193925925925926,331.35945041568,304.8608817663157,203.55239111276032,138,25,469,401,332,377,ham10000,ham10000_ISIC_0025216,../data/ham10000/images/ISIC_0025216.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0025216.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0025216.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0025216.npy,3.535352152539417e-05,nv,benign,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0025216.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0025216.png,16039,0.0821746960282325,0.0158708728849887,0.0158708728849887,0.0199008621275424,0.0271519254893064,0.0232026167213916,0.2642146944999695
ISIC_0033225,True,True,450,600,270000,1.3333333333333333,450,600,0.2238740740740741,60446,normal,True,False,False,False,False,False,0,nv,0.0,benign,60446,0.2238740740740741,277.4206869017912,287.13132382622507,234.89514608079932,139,97,437,377,299,281,ham10000,ham10000_ISIC_0033225,../data/ham10000/images/ISIC_0033225.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0033225.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0033225.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0033225.npy,0.9910345673561096,nv,benign,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0033225.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0033225.png,11226,0.1316586434841156,0.0260429661720991,0.0260429661720991,0.0363755002617836,0.0470778904855251,0.0400846414268016,0.3007713258266449
