dataset,stem,safe_id,image_path,xai_gradcam_path,xai_shap_path,xai_lime_path,model_prob_malignant,dx,label_name
ham10000,ISIC_0031598,ham10000_ISIC_0031598,../data/ham10000/images/ISIC_0031598.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0031598.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0031598.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0031598.npy,0.5921071171760559,mel,malignant
ham10000,ISIC_0025268,ham10000_ISIC_0025268,../data/ham10000/images/ISIC_0025268.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0025268.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0025268.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0025268.npy,0.9991863369941711,mel,malignant
ham10000,ISIC_0033820,ham10000_ISIC_0033820,../data/ham10000/images/ISIC_0033820.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0033820.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0033820.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0033820.npy,0.9999806880950928,mel,malignant
ham10000,ISIC_0033241,ham10000_ISIC_0033241,../data/ham10000/images/ISIC_0033241.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0033241.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0033241.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0033241.npy,0.9983491897583008,mel,malignant
ham10000,ISIC_0031561,ham10000_ISIC_0031561,../data/ham10000/images/ISIC_0031561.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0031561.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0031561.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0031561.npy,0.999921441078186,mel,malignant
ham10000,ISIC_0030521,ham10000_ISIC_0030521,../data/ham10000/images/ISIC_0030521.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0030521.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0030521.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0030521.npy,0.8686370849609375,mel,malignant
ham10000,ISIC_0030165,ham10000_ISIC_0030165,../data/ham10000/images/ISIC_0030165.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0030165.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0030165.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0030165.npy,0.9972618818283081,mel,malignant
ham10000,ISIC_0024823,ham10000_ISIC_0024823,../data/ham10000/images/ISIC_0024823.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0024823.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0024823.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0024823.npy,0.9999222755432129,mel,malignant
ham10000,ISIC_0027402,ham10000_ISIC_0027402,../data/ham10000/images/ISIC_0027402.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0027402.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0027402.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0027402.npy,0.9986808896064758,mel,malignant
ham10000,ISIC_0033004,ham10000_ISIC_0033004,../data/ham10000/images/ISIC_0033004.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0033004.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0033004.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0033004.npy,0.8673072457313538,mel,malignant
ham10000,ISIC_0025524,ham10000_ISIC_0025524,../data/ham10000/images/ISIC_0025524.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0025524.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0025524.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0025524.npy,0.9999895095825195,mel,malignant
ham10000,ISIC_0025550,ham10000_ISIC_0025550,../data/ham10000/images/ISIC_0025550.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0025550.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0025550.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0025550.npy,0.6147454977035522,mel,malignant
ham10000,ISIC_0033068,ham10000_ISIC_0033068,../data/ham10000/images/ISIC_0033068.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0033068.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0033068.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0033068.npy,0.9995356798171997,mel,malignant
ham10000,ISIC_0024932,ham10000_ISIC_0024932,../data/ham10000/images/ISIC_0024932.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0024932.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0024932.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0024932.npy,0.9989690780639648,mel,malignant
ham10000,ISIC_0026950,ham10000_ISIC_0026950,../data/ham10000/images/ISIC_0026950.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0026950.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0026950.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0026950.npy,0.9782408475875854,mel,malignant
ham10000,ISIC_0031852,ham10000_ISIC_0031852,../data/ham10000/images/ISIC_0031852.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0031852.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0031852.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0031852.npy,0.5860438346862793,akiec,benign
ham10000,ISIC_0027758,ham10000_ISIC_0027758,../data/ham10000/images/ISIC_0027758.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0027758.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0027758.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0027758.npy,0.0247944425791502,nv,benign
ham10000,ISIC_0029467,ham10000_ISIC_0029467,../data/ham10000/images/ISIC_0029467.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0029467.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0029467.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0029467.npy,0.02305391989648342,nv,benign
ham10000,ISIC_0025216,ham10000_ISIC_0025216,../data/ham10000/images/ISIC_0025216.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0025216.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0025216.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0025216.npy,3.535352152539417e-05,nv,benign
ham10000,ISIC_0033225,ham10000_ISIC_0033225,../data/ham10000/images/ISIC_0033225.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0033225.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0033225.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0033225.npy,0.9910345673561096,nv,benign
ham10000,ISIC_0033468,ham10000_ISIC_0033468,../data/ham10000/images/ISIC_0033468.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0033468.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0033468.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0033468.npy,0.999464213848114,bcc,benign
ham10000,ISIC_0027585,ham10000_ISIC_0027585,../data/ham10000/images/ISIC_0027585.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0027585.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0027585.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0027585.npy,0.0016402165638282895,nv,benign
ham10000,ISIC_0031833,ham10000_ISIC_0031833,../data/ham10000/images/ISIC_0031833.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0031833.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0031833.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0031833.npy,8.715473813936114e-05,nv,benign
ham10000,ISIC_0029007,ham10000_ISIC_0029007,../data/ham10000/images/ISIC_0029007.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0029007.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0029007.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0029007.npy,0.00034968400723300874,nv,benign
ham10000,ISIC_0030549,ham10000_ISIC_0030549,../data/ham10000/images/ISIC_0030549.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0030549.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0030549.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0030549.npy,0.08359607309103012,akiec,benign
ham10000,ISIC_0033128,ham10000_ISIC_0033128,../data/ham10000/images/ISIC_0033128.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0033128.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0033128.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0033128.npy,0.1485711932182312,nv,benign
ham10000,ISIC_0026912,ham10000_ISIC_0026912,../data/ham10000/images/ISIC_0026912.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0026912.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0026912.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0026912.npy,0.8902446627616882,bkl,benign
ham10000,ISIC_0024615,ham10000_ISIC_0024615,../data/ham10000/images/ISIC_0024615.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0024615.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0024615.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0024615.npy,0.08292913436889648,nv,benign
ham10000,ISIC_0030700,ham10000_ISIC_0030700,../data/ham10000/images/ISIC_0030700.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0030700.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0030700.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0030700.npy,0.2662041187286377,bkl,benign
ham10000,ISIC_0026578,ham10000_ISIC_0026578,../data/ham10000/images/ISIC_0026578.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0026578.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0026578.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0026578.npy,0.0017519303364679217,nv,benign
ham10000,ISIC_0033088,ham10000_ISIC_0033088,../data/ham10000/images/ISIC_0033088.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0033088.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0033088.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0033088.npy,0.18993283808231354,bkl,benign
ham10000,ISIC_0031843,ham10000_ISIC_0031843,../data/ham10000/images/ISIC_0031843.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0031843.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0031843.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0031843.npy,9.697983477963135e-05,nv,benign
ham10000,ISIC_0030000,ham10000_ISIC_0030000,../data/ham10000/images/ISIC_0030000.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0030000.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0030000.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0030000.npy,0.007844999432563782,nv,benign
ham10000,ISIC_0027932,ham10000_ISIC_0027932,../data/ham10000/images/ISIC_0027932.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0027932.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0027932.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0027932.npy,0.45010945200920105,nv,benign
ham10000,ISIC_0029437,ham10000_ISIC_0029437,../data/ham10000/images/ISIC_0029437.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0029437.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0029437.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0029437.npy,0.021950891241431236,nv,benign
ham10000,ISIC_0030509,ham10000_ISIC_0030509,../data/ham10000/images/ISIC_0030509.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0030509.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0030509.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0030509.npy,0.010895855724811554,nv,benign
ham10000,ISIC_0024596,ham10000_ISIC_0024596,../data/ham10000/images/ISIC_0024596.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0024596.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0024596.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0024596.npy,0.22525234520435333,nv,benign
ham10000,ISIC_0032773,ham10000_ISIC_0032773,../data/ham10000/images/ISIC_0032773.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0032773.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0032773.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0032773.npy,0.26911598443984985,bkl,benign
ham10000,ISIC_0026778,ham10000_ISIC_0026778,../data/ham10000/images/ISIC_0026778.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0026778.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0026778.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0026778.npy,0.0003992582205682993,nv,benign
ham10000,ISIC_0031468,ham10000_ISIC_0031468,../data/ham10000/images/ISIC_0031468.jpg,../outputs/pilot/xai_maps/gradcam/ham10000_ISIC_0031468.npy,../outputs/pilot/xai_maps/shap/ham10000_ISIC_0031468.npy,../outputs/pilot/xai_maps/lime/ham10000_ISIC_0031468.npy,0.5451352596282959,bkl,benign
isic2018,ISIC_0013398,isic2018_ISIC_0013398,../data/isic2018/images/ISIC_0013398.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0013398.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0013398.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0013398.npy,0.19916604459285736,unknown,unknown
isic2018,ISIC_0014299,isic2018_ISIC_0014299,../data/isic2018/images/ISIC_0014299.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0014299.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0014299.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0014299.npy,0.7483610510826111,unknown,unknown
isic2018,ISIC_0013369,isic2018_ISIC_0013369,../data/isic2018/images/ISIC_0013369.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0013369.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0013369.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0013369.npy,0.0104441549628973,unknown,unknown
isic2018,ISIC_0014547,isic2018_ISIC_0014547,../data/isic2018/images/ISIC_0014547.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0014547.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0014547.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0014547.npy,0.05710364878177643,unknown,unknown
isic2018,ISIC_0013302,isic2018_ISIC_0013302,../data/isic2018/images/ISIC_0013302.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0013302.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0013302.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0013302.npy,0.25344738364219666,unknown,unknown
isic2018,ISIC_0014187,isic2018_ISIC_0014187,../data/isic2018/images/ISIC_0014187.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0014187.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0014187.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0014187.npy,0.08897438645362854,unknown,unknown
isic2018,ISIC_0012945,isic2018_ISIC_0012945,../data/isic2018/images/ISIC_0012945.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0012945.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0012945.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0012945.npy,0.3530031740665436,unknown,unknown
isic2018,ISIC_0013196,isic2018_ISIC_0013196,../data/isic2018/images/ISIC_0013196.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0013196.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0013196.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0013196.npy,0.04825931414961815,unknown,unknown
isic2018,ISIC_0012481,isic2018_ISIC_0012481,../data/isic2018/images/ISIC_0012481.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0012481.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0012481.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0012481.npy,0.2770594656467438,unknown,unknown
isic2018,ISIC_0013355,isic2018_ISIC_0013355,../data/isic2018/images/ISIC_0013355.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0013355.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0013355.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0013355.npy,0.5792760252952576,unknown,unknown
isic2018,ISIC_0013201,isic2018_ISIC_0013201,../data/isic2018/images/ISIC_0013201.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0013201.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0013201.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0013201.npy,0.23740804195404053,unknown,unknown
isic2018,ISIC_0012316,isic2018_ISIC_0012316,../data/isic2018/images/ISIC_0012316.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0012316.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0012316.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0012316.npy,0.853135347366333,unknown,unknown
isic2018,ISIC_0014090,isic2018_ISIC_0014090,../data/isic2018/images/ISIC_0014090.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0014090.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0014090.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0014090.npy,0.09768456220626831,unknown,unknown
isic2018,ISIC_0013340,isic2018_ISIC_0013340,../data/isic2018/images/ISIC_0013340.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0013340.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0013340.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0013340.npy,0.2154516875743866,unknown,unknown
isic2018,ISIC_0013275,isic2018_ISIC_0013275,../data/isic2018/images/ISIC_0013275.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0013275.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0013275.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0013275.npy,0.1394692361354828,unknown,unknown
isic2018,ISIC_0012677,isic2018_ISIC_0012677,../data/isic2018/images/ISIC_0012677.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0012677.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0012677.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0012677.npy,0.2849377393722534,unknown,unknown
isic2018,ISIC_0013065,isic2018_ISIC_0013065,../data/isic2018/images/ISIC_0013065.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0013065.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0013065.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0013065.npy,0.3872322738170624,unknown,unknown
isic2018,ISIC_0016038,isic2018_ISIC_0016038,../data/isic2018/images/ISIC_0016038.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0016038.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0016038.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0016038.npy,0.1817467212677002,unknown,unknown
isic2018,ISIC_0013126,isic2018_ISIC_0013126,../data/isic2018/images/ISIC_0013126.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0013126.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0013126.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0013126.npy,0.05595668405294418,unknown,unknown
isic2018,ISIC_0013480,isic2018_ISIC_0013480,../data/isic2018/images/ISIC_0013480.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0013480.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0013480.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0013480.npy,0.15022820234298706,unknown,unknown
isic2018,ISIC_0016051,isic2018_ISIC_0016051,../data/isic2018/images/ISIC_0016051.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0016051.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0016051.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0016051.npy,0.6143485903739929,unknown,unknown
isic2018,ISIC_0010256,isic2018_ISIC_0010256,../data/isic2018/images/ISIC_0010256.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0010256.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0010256.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0010256.npy,0.23367783427238464,unknown,unknown
isic2018,ISIC_0012810,isic2018_ISIC_0012810,../data/isic2018/images/ISIC_0012810.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0012810.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0012810.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0012810.npy,1.4570339772035368e-05,unknown,unknown
isic2018,ISIC_0003559,isic2018_ISIC_0003559,../data/isic2018/images/ISIC_0003559.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0003559.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0003559.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0003559.npy,0.1456173062324524,unknown,unknown
isic2018,ISIC_0014600,isic2018_ISIC_0014600,../data/isic2018/images/ISIC_0014600.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0014600.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0014600.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0014600.npy,0.35890617966651917,unknown,unknown
isic2018,ISIC_0013559,isic2018_ISIC_0013559,../data/isic2018/images/ISIC_0013559.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0013559.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0013559.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0013559.npy,0.028493717312812805,unknown,unknown
isic2018,ISIC_0012550,isic2018_ISIC_0012550,../data/isic2018/images/ISIC_0012550.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0012550.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0012550.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0012550.npy,0.44000956416130066,unknown,unknown
isic2018,ISIC_0012529,isic2018_ISIC_0012529,../data/isic2018/images/ISIC_0012529.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0012529.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0012529.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0012529.npy,0.07912006229162216,unknown,unknown
isic2018,ISIC_0012685,isic2018_ISIC_0012685,../data/isic2018/images/ISIC_0012685.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0012685.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0012685.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0012685.npy,0.5234631896018982,unknown,unknown
