dataset,stem,pseudo_npz_path,preview_png_path,mask_pixels_224,asymmetry_mean,border_irregularity_mean,border_w8_dil2_sigma5_mean,border_w12_dil4_sigma8_mean,border_w16_dil6_sigma10_mean,border_w16_dil6_sigma10_dist_mean,colour_heterogeneity_mean
ham10000,ISIC_0026578,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0026578.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0026578.png,10329,0.1836576610803604,0.031183581799268723,0.031183581799268723,0.03874706104397774,0.055790115147829056,0.047010328620672226,0.37680062651634216
ham10000,ISIC_0026778,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0026778.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0026778.png,11168,0.2939648926258087,0.03061952069401741,0.03061952069401741,0.03158486261963844,0.03761907294392586,0.03210106119513512,0.2690654993057251
ham10000,ISIC_0026912,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0026912.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0026912.png,25592,0.15543919801712036,0.01649085432291031,0.01649085432291031,0.023043112829327583,0.012682013213634491,0.010741318576037884,0.33449411392211914
ham10000,ISIC_0026950,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0026950.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0026950.png,26196,0.17865322530269623,0.01225640531629324,0.01225640531629324,0.016737591475248337,0.02213924191892147,0.018984030932188034,0.22807320952415466
ham10000,ISIC_0027261,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0027261.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0027261.png,3270,0.09847094863653183,0.0683196634054184,0.0683196634054184,0.08614416420459747,0.10710831731557846,0.09207239001989365,0.3872455656528473
ham10000,ISIC_0027402,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0027402.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0027402.png,4298,0.09422987699508667,0.04568501189351082,0.04568501189351082,0.07632305473089218,0.1152995154261589,0.09687942266464233,0.374183714389801
ham10000,ISIC_0027585,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0027585.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0027585.png,5905,0.1884843409061432,0.05251611769199371,0.05251611769199371,0.08188454061746597,0.09552983194589615,0.08072065562009811,0.3163556456565857
ham10000,ISIC_0027622,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0027622.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0027622.png,20459,0.10323084890842438,0.027084417641162872,0.027084417641162872,0.023354938253760338,0.030549749732017517,0.02545826882123947,0.27910295128822327
ham10000,ISIC_0027758,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0027758.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0027758.png,7022,0.10509826242923737,0.03666554391384125,0.03666554391384125,0.06127734109759331,0.08285108953714371,0.07014456391334534,0.3113976716995239
ham10000,ISIC_0027932,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0027932.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0027932.png,26164,0.11420272290706635,0.02156195417046547,0.02156195417046547,0.02929064817726612,0.0347786508500576,0.02903829887509346,0.26825785636901855
ham10000,ISIC_0029007,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0029007.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0029007.png,6203,0.06770917028188705,0.03749015927314758,0.03749015927314758,0.056266799569129944,0.08181414008140564,0.06890823692083359,0.31477150321006775
ham10000,ISIC_0029437,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0029437.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0029437.png,13005,0.0923490971326828,0.023707326501607895,0.023707326501607895,0.03742898255586624,0.05287573114037514,0.044101011008024216,0.2781144976615906
ham10000,ISIC_0029467,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0029467.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0029467.png,6915,0.11438900977373123,0.029169442132115364,0.029169442132115364,0.046644724905490875,0.065898597240448,0.056476954370737076,0.3763030469417572
ham10000,ISIC_0030000,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0030000.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0030000.png,10379,0.08854417502880096,0.026064246892929077,0.026064246892929077,0.05208105966448784,0.06875495612621307,0.057976871728897095,0.3373038172721863
ham10000,ISIC_0030165,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0030165.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0030165.png,4113,0.09919766336679459,0.04565490037202835,0.04565490037202835,0.10560983419418335,0.14882507920265198,0.12521009147167206,0.3697109520435333
ham10000,ISIC_0030509,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0030509.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0030509.png,8201,0.07840507477521896,0.03268697112798691,0.03268697112798691,0.057110026478767395,0.08521785587072372,0.07160742580890656,0.368053674697876
ham10000,ISIC_0030521,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0030521.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0030521.png,2968,0.13746631145477295,0.08284120261669159,0.08284120261669159,0.10936850309371948,0.14731323719024658,0.12386118620634079,0.3468250334262848
ham10000,ISIC_0030549,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0030549.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0030549.png,5944,0.04592866823077202,0.03744278848171234,0.03744278848171234,0.07926128059625626,0.0962904766201973,0.08174466341733932,0.24997831881046295
ham10000,ISIC_0030700,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0030700.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0030700.png,24449,0.18966010212898254,0.012249439023435116,0.012249439023435116,0.02185930870473385,0.02974233776330948,0.024863509461283684,0.23820699751377106
ham10000,ISIC_0031468,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0031468.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0031468.png,1712,0.16530373692512512,0.10008449852466583,0.10008449852466583,0.13598819077014923,0.20433098077774048,0.18526573479175568,0.2343437224626541
ham10000,ISIC_0031561,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0031561.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0031561.png,17342,0.2704417109489441,0.03511985018849373,0.03511985018849373,0.04711861163377762,0.05680466443300247,0.04804753139615059,0.3240334689617157
ham10000,ISIC_0031598,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0031598.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0031598.png,2140,0.07757009565830231,0.08225558698177338,0.08225558698177338,0.16157154738903046,0.23831696808338165,0.20054808259010315,0.3619247376918793
ham10000,ISIC_0031833,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0031833.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0031833.png,14268,0.059714045375585556,0.024371417239308357,0.024371417239308357,0.02471120096743107,0.034541599452495575,0.028963599354028702,0.39119452238082886
ham10000,ISIC_0031843,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0031843.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0031843.png,11398,0.1255483478307724,0.028429072350263596,0.028429072350263596,0.04607747867703438,0.06672557443380356,0.05628042295575142,0.32959115505218506
ham10000,ISIC_0031852,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0031852.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0031852.png,10497,0.13108506798744202,0.04027688875794411,0.04027688875794411,0.056182242929935455,0.07395005226135254,0.06228473410010338,0.2841637432575226
ham10000,ISIC_0032624,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0032624.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0032624.png,5935,0.3388374149799347,0.041411932557821274,0.041411932557821274,0.07888950407505035,0.1240021288394928,0.10453567653894424,0.3931903839111328
ham10000,ISIC_0032773,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0032773.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0032773.png,20410,0.11131798475980759,0.011201214976608753,0.011201214976608753,0.021477466449141502,0.03472510352730751,0.029057249426841736,0.23689788579940796
ham10000,ISIC_0033004,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0033004.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0033004.png,22872,0.09430745244026184,0.021584702655673027,0.021584702655673027,0.03629656136035919,0.044023580849170685,0.038228023797273636,0.3963688313961029
ham10000,ISIC_0033068,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0033068.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0033068.png,5084,0.19905586540699005,0.04855194687843323,0.04855194687843323,0.0860087051987648,0.12219122797250748,0.1025652214884758,0.3565148115158081
ham10000,ISIC_0033088,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0033088.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0033088.png,26617,0.10778825730085373,0.011138314381241798,0.011138314381241798,0.02130202203989029,0.03324497491121292,0.02783840335905552,0.2669786512851715
ham10000,ISIC_0033128,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0033128.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0033128.png,9353,0.1057414710521698,0.033759549260139465,0.033759549260139465,0.0523981899023056,0.07125856727361679,0.060668397694826126,0.34900444746017456
ham10000,ISIC_0033225,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0033225.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0033225.png,11226,0.1316586434841156,0.026042966172099113,0.026042966172099113,0.0363755002617836,0.04707789048552513,0.04008464142680168,0.3007713258266449
ham10000,ISIC_0033241,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0033241.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0033241.png,27254,0.10625962913036346,0.016318324953317642,0.016318324953317642,0.023732300847768784,0.03284827619791031,0.028164895251393318,0.2937633693218231
ham10000,ISIC_0033261,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0033261.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0033261.png,24484,0.057915374636650085,0.015824967995285988,0.015824967995285988,0.029159314930438995,0.039672840386629105,0.03355630859732628,0.2960999310016632
ham10000,ISIC_0033299,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0033299.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0033299.png,32458,0.08312280476093292,0.008726261556148529,0.008726261556148529,0.02066868729889393,0.030931901186704636,0.025816142559051514,0.3658215403556824
ham10000,ISIC_0033468,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0033468.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0033468.png,20471,0.08045528084039688,0.017506984993815422,0.017506984993815422,0.021542519330978394,0.03769698739051819,0.03168043494224548,0.36934229731559753
ham10000,ISIC_0033611,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0033611.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0033611.png,4302,0.1006508618593216,0.046966467052698135,0.046966467052698135,0.06679879128932953,0.08966508507728577,0.07681380957365036,0.30885547399520874
ham10000,ISIC_0033820,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0033820.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0033820.png,2225,0.0782022476196289,0.06656444072723389,0.06656444072723389,0.11141780018806458,0.16835390031337738,0.14473530650138855,0.3278813660144806
ham10000,ISIC_0033995,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0033995.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0033995.png,7306,0.09389542788267136,0.030475197359919548,0.030475197359919548,0.052864257246255875,0.0675148218870163,0.05827562138438225,0.31963980197906494
ham10000,ISIC_0034034,../outputs/pilot/pseudo_concepts/npz/ham10000/ISIC_0034034.npz,../outputs/pilot/pseudo_concepts/png_preview/ham10000/ISIC_0034034.png,5377,0.1407848298549652,0.062804214656353,0.062804214656353,0.07942268997430801,0.10833542793989182,0.09182342886924744,0.34190917015075684
isic2018,ISIC_0000060,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0000060.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0000060.png,25354,0.0406641960144043,0.007762025110423565,0.007762025110423565,0.01672176644206047,0.02497362717986107,0.021479198709130287,0.3428853154182434
isic2018,ISIC_0000075,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0000075.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0000075.png,31057,0.05090639740228653,0.011249757371842861,0.011249757371842861,0.018401211127638817,0.026191430166363716,0.022186752408742905,0.22290799021720886
isic2018,ISIC_0000215,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0000215.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0000215.png,36824,0.05990658327937126,0.011368900537490845,0.011368900537490845,0.018729666247963905,0.024210888892412186,0.020283151417970657,0.392624169588089
isic2018,ISIC_0000282,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0000282.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0000282.png,21507,0.17305994033813477,0.009362945333123207,0.009362945333123207,0.020419519394636154,0.03136662766337395,0.027197087183594704,0.16186635196208954
isic2018,ISIC_0003559,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0003559.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0003559.png,2399,0.08211755007505417,0.06551045924425125,0.06551045924425125,0.12698382139205933,0.16674649715423584,0.14198079705238342,0.32105526328086853
isic2018,ISIC_0010032,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0010032.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0010032.png,6604,0.17534826695919037,0.017198875546455383,0.017198875546455383,0.02768750675022602,0.04379928484559059,0.03979403153061867,0.39979416131973267
isic2018,ISIC_0010189,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0010189.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0010189.png,49299,0.016328930854797363,0.006414636038243771,0.006414636038243771,0.005728323943912983,0.0071169049479067326,0.00586846424266696,0.24988655745983124
isic2018,ISIC_0010215,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0010215.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0010215.png,10698,0.11076837033033371,0.012201832607388496,0.012201832607388496,0.02800840511918068,0.04914852976799011,0.04152717441320419,0.39333105087280273
isic2018,ISIC_0010256,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0010256.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0010256.png,1617,0.09400123357772827,0.08878856897354126,0.08878856897354126,0.13991409540176392,0.22160853445529938,0.1918569803237915,0.37473976612091064
isic2018,ISIC_0010329,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0010329.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0010329.png,43957,0.12953568994998932,0.0084082568064332,0.0084082568064332,0.014261341653764248,0.02033182792365551,0.017729708924889565,0.2741210162639618
isic2018,ISIC_0010604,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0010604.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0010604.png,46795,0.08075649291276932,0.019945653155446053,0.019945653155446053,0.018275611102581024,0.020037997514009476,0.01707499846816063,0.2504505515098572
isic2018,ISIC_0011295,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0011295.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0011295.png,23268,0.12416193634271622,0.010180944576859474,0.010180944576859474,0.015590373426675797,0.02232433296740055,0.019508767873048782,0.3415468633174896
isic2018,ISIC_0012299,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0012299.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0012299.png,8855,0.11451157182455063,0.03335433080792427,0.03335433080792427,0.059321194887161255,0.07520867139101028,0.06688687950372696,0.22244171798229218
isic2018,ISIC_0012316,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0012316.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0012316.png,909,0.08140814304351807,0.11583086848258972,0.11583086848258972,0.185194194316864,0.2398914247751236,0.2106923907995224,0.3437530994415283
isic2018,ISIC_0012369,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0012369.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0012369.png,6883,0.096905417740345,0.01710030995309353,0.01710030995309353,0.041590623557567596,0.06999624520540237,0.06012657284736633,0.3171916902065277
isic2018,ISIC_0012481,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0012481.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0012481.png,381,0.06561680138111115,0.23329304158687592,0.23329304158687592,0.344156414270401,0.0,0.0,0.3493458032608032
isic2018,ISIC_0012529,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0012529.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0012529.png,1140,0.08421052992343903,0.11104416102170944,0.11104416102170944,0.19931115210056305,0.2621314823627472,0.22521118819713593,0.3680741488933563
isic2018,ISIC_0012550,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0012550.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0012550.png,2145,0.1118881106376648,0.1085420772433281,0.1085420772433281,0.16619107127189636,0.22104141116142273,0.19046469032764435,0.3361934721469879
isic2018,ISIC_0012677,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0012677.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0012677.png,519,0.10019268095493317,0.24785339832305908,0.24785339832305908,0.3760753273963928,0.46546947956085205,0.3886535167694092,0.3050295412540436
isic2018,ISIC_0012685,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0012685.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0012685.png,2069,0.1077815368771553,0.10169026255607605,0.10169026255607605,0.15884718298912048,0.2116548717021942,0.18026722967624664,0.3689640760421753
isic2018,ISIC_0012770,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0012770.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0012770.png,1115,0.09596412628889084,0.1178777888417244,0.1178777888417244,0.23482543230056763,0.3592416048049927,0.30570515990257263,0.4590093791484833
isic2018,ISIC_0012810,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0012810.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0012810.png,1213,0.2497939020395279,0.09822474420070648,0.09822474420070648,0.09593775868415833,0.14753584563732147,0.13501277565956116,0.2970946729183197
isic2018,ISIC_0012945,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0012945.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0012945.png,285,0.14035087823867798,0.2828165590763092,0.2828165590763092,0.0,0.0,0.0,0.2700631320476532
isic2018,ISIC_0013065,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0013065.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0013065.png,714,0.14565826952457428,0.16732357442378998,0.16732357442378998,0.26493921875953674,0.3586329519748688,0.29997339844703674,0.32237157225608826
isic2018,ISIC_0013126,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0013126.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0013126.png,906,0.07395143806934357,0.15437503159046173,0.15437503159046173,0.25487908720970154,0.3119998574256897,0.2590428292751312,0.32179921865463257
isic2018,ISIC_0013196,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0013196.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0013196.png,150,0.09333333373069763,0.37881267070770264,0.37881267070770264,0.0,0.0,0.0,0.4449739158153534
isic2018,ISIC_0013201,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0013201.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0013201.png,980,0.05612244829535484,0.12223313003778458,0.12223313003778458,0.2295999974012375,0.2715299725532532,0.22476030886173248,0.3250969648361206
isic2018,ISIC_0013229,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0013229.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0013229.png,2728,0.14846041798591614,0.06718138605356216,0.06718138605356216,0.07588093727827072,0.09929050505161285,0.08544447273015976,0.1946323812007904
isic2018,ISIC_0013275,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0013275.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0013275.png,817,0.06487148255109787,0.16087967157363892,0.16087967157363892,0.3199940323829651,0.3723522424697876,0.31301218271255493,0.3054232895374298
isic2018,ISIC_0013302,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0013302.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0013302.png,434,0.13133640587329865,0.20473870635032654,0.20473870635032654,0.3389148712158203,0.0,0.0,0.27492469549179077
isic2018,ISIC_0013340,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0013340.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0013340.png,820,0.23780487477779388,0.12652724981307983,0.12652724981307983,0.2103780061006546,0.32643428444862366,0.29832157492637634,0.35773181915283203
isic2018,ISIC_0013355,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0013355.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0013355.png,216,0.125,0.43379250168800354,0.43379250168800354,0.0,0.0,0.0,0.3782346546649933
isic2018,ISIC_0013369,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0013369.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0013369.png,384,0.1328125,0.17611722648143768,0.17611722648143768,0.2895857095718384,0.0,0.0,0.4174344539642334
isic2018,ISIC_0013398,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0013398.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0013398.png,470,0.20638297498226166,0.16016465425491333,0.16016465425491333,0.27303996682167053,0.36572134494781494,0.31539615988731384,0.458972692489624
isic2018,ISIC_0013480,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0013480.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0013480.png,926,0.053995680063962936,0.15551969408988953,0.15551969408988953,0.2642885744571686,0.3611294627189636,0.30432459712028503,0.4341370761394501
isic2018,ISIC_0013559,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0013559.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0013559.png,2391,0.09577582776546478,0.06540773063898087,0.06540773063898087,0.0896541029214859,0.12835942208766937,0.11097247898578644,0.36592966318130493
isic2018,ISIC_0014076,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0014076.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0014076.png,32130,0.10028011351823807,0.013551890850067139,0.013551890850067139,0.023686019703745842,0.0216514989733696,0.018555276095867157,0.168593168258667
isic2018,ISIC_0014090,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0014090.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0014090.png,569,0.15114235877990723,0.11312413215637207,0.11312413215637207,0.19173452258110046,0.27773162722587585,0.24265749752521515,0.2742445468902588
